rule,lambda_id,seed,window_start,Psi_meanI_state,Psi_meanI_state_z,Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_rho,Steady_State_Candidate,Lifted_Activation_Candidate,mean_active_state_variance,persistence_std,extinction_degenerate,saturation_degenerate,LowLow_Nondegenerate_Candidate,Tick_to_Freeze,Tick_to_Zero
A,2,137,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,9,-1
A,2,137,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,9,-1
A,2,137,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,9,-1
A,2,256,0,0.041,135.443,0.8286,84.5745,0.1868,0.1464,0.9293,0.9685,False,True,0.0104,0.0174,False,True,False,9,-1
A,2,256,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,9,-1
A,2,256,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,9,-1
A,2,256,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,9,-1
A,2,256,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,9,-1
A,2,1024,0,0.0483,143.532,0.8277,81.0679,0.181,0.1443,0.9283,0.9695,False,True,0.01,0.0169,False,True,False,10,-1
A,2,1024,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,10,-1
A,2,1024,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,10,-1
A,2,1024,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,10,-1
A,2,1024,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,10,-1
A,2,31415,0,0.0465,157.4855,0.8402,80.245,0.1849,0.1449,0.929,0.9688,False,True,0.0105,0.0179,False,True,False,9,-1
A,2,31415,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,9,-1
A,2,31415,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,9,-1
A,2,31415,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,9,-1
A,2,31415,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,9,-1
A,3,42,0,0.4679,647.8148,0.9895,100.1884,1.6287,0.5123,1.3937,0.6992,False,True,0.082,0.1408,False,False,False,56,-1
A,3,42,25,0.2694,487.3758,0.989,96.891,0.4761,0.1878,0.6865,0.9107,False,True,0.0521,0.0952,False,False,False,56,-1
A,3,42,50,0.0428,189.5709,0.9365,96.8696,0.0148,0.0119,0.0798,0.9974,True,True,0.0024,0.0098,False,True,False,56,-1
A,3,42,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,56,-1
A,3,42,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,56,-1
A,3,137,0,0.3964,512.7999,0.9784,99.1374,1.3714,0.455,1.2814,0.7517,False,True,0.0697,0.1191,False,False,False,50,-1
A,3,137,25,0.2028,422.4066,0.9815,95.1372,0.2714,0.1238,0.5316,0.9503,False,True,0.0334,0.0653,False,True,False,50,-1
A,3,137,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,50,-1
A,3,137,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,50,-1
A,3,137,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,50,-1
A,3,256,0,0.3198,479.7465,0.9785,92.1382,1.3388,0.4557,1.2742,0.7619,False,True,0.0609,0.1037,False,False,False,41,-1
A,3,256,25,0.1343,367.9098,0.9834,99.3318,0.2165,0.1104,0.4948,0.9613,False,True,0.026,0.0504,False,True,False,41,-1
A,3,256,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,41,-1
A,3,256,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,41,-1
A,3,256,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,41,-1
A,3,1024,0,0.3888,570.2349,0.9808,95.9693,1.2735,0.4321,1.2556,0.7703,False,True,0.0661,0.1132,False,False,False,49,-1
A,3,1024,25,0.2009,423.5253,0.983,96.7866,0.2056,0.0946,0.4337,0.962,False,True,0.0283,0.0602,False,True,False,49,-1
A,3,1024,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,49,-1
A,3,1024,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,49,-1
A,3,1024,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,49,-1
A,3,31415,0,0.4615,652.8253,0.9881,101.9547,1.6142,0.5129,1.3818,0.7049,False,True,0.0773,0.1323,False,False,False,57,-1
A,3,31415,25,0.2704,480.1345,0.9878,104.7529,0.4419,0.1795,0.6795,0.9177,False,True,0.0484,0.089,False,False,False,57,-1
A,3,31415,50,0.0458,179.1984,0.91,89.6707,0.0096,0.0077,0.0537,0.9983,True,True,0.0016,0.008,False,True,False,57,-1
A,3,31415,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,57,-1
A,3,31415,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,0.0,False,True,False,57,-1
A,4,42,0,0.001,6.7962,0.0681,7.1499,5.9329,9.3622,93.9849,0.0011,False,False,0.001,0.0031,True,True,False,3,3
A,4,42,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,42,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,42,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,42,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,137,0,0.0009,5.926,0.0618,6.1565,5.932,9.327,93.6329,0.0011,False,False,0.001,0.0031,True,True,False,3,3
A,4,137,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,137,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,137,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,137,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,256,0,0.0009,6.0983,0.041,3.9705,5.9355,9.5355,95.7853,0.001,False,False,0.0009,0.0031,True,True,False,2,2
A,4,256,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,4,256,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,4,256,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,4,256,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,4,1024,0,0.001,7.3422,0.0442,4.4151,5.9338,9.4297,94.6969,0.0011,False,False,0.001,0.0031,True,True,False,3,3
A,4,1024,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,1024,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,1024,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,1024,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,3,3
A,4,31415,0,0.0021,12.971,0.0936,9.2185,5.9286,9.191,92.2508,0.0011,False,False,0.001,0.0032,True,True,False,4,4
A,4,31415,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,4,4
A,4,31415,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,4,4
A,4,31415,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,4,4
A,4,31415,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,4,4
A,5,42,0,0.0,0.4257,0.0193,2.1896,5.9392,9.8314,98.8141,0.001,False,False,0.0009,0.003,True,True,False,2,2
A,5,42,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,5,42,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,5,42,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,5,42,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,5,137,0,-0.0001,-0.5522,-0.002,-0.0969,5.9401,9.9099,99.6015,0.001,False,False,0.0009,0.003,True,True,False,2,2
A,5,137,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,5,137,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,5,137,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,5,137,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,5,256,0,0.0,0.1122,0.0,0.0458,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,5,256,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,5,256,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,5,256,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,5,256,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,5,1024,0,-0.0001,-1.1505,-0.0111,-0.9909,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,5,1024,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,5,1024,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,5,1024,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,5,1024,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,5,31415,0,-0.0,0.0161,0.0184,1.8246,5.9387,9.7928,98.4251,0.001,False,False,0.0009,0.003,True,True,False,2,2
A,5,31415,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,5,31415,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,5,31415,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,5,31415,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,2,2
A,6,42,0,0.0001,0.5457,0.0056,0.7633,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,6,42,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,42,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,42,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,42,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,137,0,-0.0001,-0.5522,-0.0067,-0.5549,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,6,137,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,137,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,137,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,137,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,256,0,0.0,0.1122,0.0,0.0458,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,6,256,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,256,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,256,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,256,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,1024,0,-0.0001,-1.1505,-0.0111,-0.9909,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,6,1024,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,1024,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,1024,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,1024,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,31415,0,0.0,0.1115,0.0,0.0081,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,6,31415,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,31415,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,31415,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,6,31415,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,42,0,0.0001,0.5457,0.0056,0.7633,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,7,42,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,42,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,42,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,42,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,137,0,-0.0001,-0.5522,-0.0067,-0.5549,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,7,137,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,137,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,137,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,137,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,256,0,0.0,0.1122,0.0,0.0458,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,7,256,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,256,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,256,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,256,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,1024,0,-0.0001,-1.1505,-0.0111,-0.9909,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,7,1024,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,1024,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,1024,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,1024,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,31415,0,0.0,0.1115,0.0,0.0081,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,7,31415,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,31415,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,31415,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,7,31415,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,42,0,0.0001,0.5457,0.0056,0.7633,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,8,42,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,42,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,42,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,42,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,137,0,-0.0001,-0.5522,-0.0067,-0.5549,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,8,137,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,137,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,137,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,137,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,256,0,0.0,0.1122,0.0,0.0458,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,8,256,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,256,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,256,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,256,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,1024,0,-0.0001,-1.1505,-0.0111,-0.9909,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,8,1024,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,1024,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,1024,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,1024,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,31415,0,0.0,0.1115,0.0,0.0081,5.9406,9.9499,99.9999,0.001,False,False,0.0009,0.003,True,True,False,1,1
A,8,31415,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,31415,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,31415,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
A,8,31415,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False,1,1
B,"[1,2]",42,0,0.1878,202.0512,-0.1418,-15.1982,0.0321,0.1363,1.3473,0.3245,False,True,0.2172,0.0442,False,False,False,-1,-1
B,"[1,2]",42,25,0.1892,193.6005,-0.1486,-15.6097,0.0054,0.0627,0.2976,0.3266,False,True,0.2195,0.0455,False,False,False,-1,-1
B,"[1,2]",42,50,0.1884,194.9652,-0.1663,-17.174,0.0008,0.0617,0.2981,0.326,False,True,0.2193,0.0462,False,False,False,-1,-1
B,"[1,2]",42,75,0.1888,204.967,-0.1651,-16.8317,0.0015,0.0561,0.2966,0.3264,False,True,0.2195,0.0472,False,False,False,-1,-1
B,"[1,2]",42,100,0.1904,193.1312,-0.1665,-15.0373,0.0017,0.047,0.212,0.3264,True,True,0.2196,0.0469,False,False,False,-1,-1
B,"[1,2]",137,0,0.191,185.6362,-0.1533,-15.453,0.0554,0.1319,1.2999,0.3234,False,True,0.217,0.0448,False,False,False,-1,-1
B,"[1,2]",137,25,0.1923,201.0358,-0.15,-14.4199,0.0082,0.0636,0.3597,0.3258,False,True,0.2192,0.045,False,False,False,-1,-1
B,"[1,2]",137,50,0.1901,191.9559,-0.1542,-14.2482,0.0022,0.0736,0.3888,0.3261,False,True,0.2192,0.0455,False,False,False,-1,-1
